Critically Endangered,Endangered,Vulnerable,Near Threatened,Least Concern,realm
7878.78668441316,68544.013448989,85387.95912876689,42363.01303801499,2614079.6757353917,Non-coastal
6320.282030750139,20719.14322907301,9745.196644460539,868.1810844406602,41496.68699488813,Coastal
